"T","U:0","U:1","U:2","kappaEff","p_rgh","rhok","Points:0","Points:1","Points:2"
299.17,0.11985,0.02294,1.1795e-05,1,2.7228,1,2.0875,0.50303,0.7
301.1,0.11985,0.022431,2.2063e-05,1,2.7253,1,2.0875,0.50303,0.55
298.91,0.12129,0.023732,1.3312e-05,1,2.7121,1,2.0875,0.51515,0.7
300.77,0.1213,0.023134,2.5547e-05,1,2.7159,1,2.0875,0.51515,0.55
298.67,0.12369,0.024429,1.9825e-05,1,2.7009,1,2.0875,0.52727,0.7
300.46,0.12374,0.023781,1.928e-05,1,2.7066,1,2.0875,0.52727,0.55
298.43,0.12763,0.025023,3.7992e-05,1,2.6893,1,2.0875,0.53939,0.7
300.16,0.12775,0.024424,-1.4376e-05,1,2.6976,1,2.0875,0.53939,0.55
298.21,0.13418,0.025524,7.9463e-05,1,2.6771,1,2.0875,0.55151,0.7
299.87,0.1344,0.025198,-0.00012016,1,2.6889,1,2.0875,0.55151,0.55
297.99,0.14578,0.025958,0.00016168,1,2.6638,1,2.0875,0.56364,0.7
299.58,0.14618,0.026378,-0.00041409,1,2.6805,1,2.0875,0.56364,0.55
297.76,0.16921,0.026369,0.00030268,1,2.6479,1,2.0875,0.57576,0.7
299.29,0.16993,0.028797,-0.001362,1,2.6726,1,2.0875,0.57576,0.55
297.52,0.22821,0.025622,-7.1344e-05,1,2.624,1,2.0875,0.58788,0.7
298.97,0.22948,0.034041,-0.005577,1,2.6619,1,2.0875,0.58788,0.55
297.18,0.39543,0.01771,-0.012229,1,2.6143,1,2.0875,0.6,0.7
298.51,0.39737,0.034058,-0.017781,1,2.6022,1,2.0875,0.6,0.55
311.72,0.02272,-6.6762e-06,-4.7302e-05,1,2.8989,1,2.075,0.2,0.7
311.16,0.035774,7.4617e-05,-4.7454e-05,1,2.8993,1,2.075,0.21212,0.7
312.19,0.036042,1.862e-05,-0.00011918,1,2.8987,1,2.075,0.2,0.68846
313.04,0.058251,6.8337e-05,-0.00023605,1,2.898,1,2.075,0.2,0.67692
313.75,0.073278,0.00011238,-0.00028856,1,2.8971,1,2.075,0.2,0.66539
314.37,0.083503,0.0001459,-0.00026811,1,2.8962,1,2.075,0.2,0.65385
314.93,0.089939,0.00016803,-0.0001868,1,2.8956,1,2.075,0.2,0.64231
315.44,0.09306,0.00017902,-6.6991e-05,1,2.8952,1,2.075,0.2,0.63077
315.88,0.09306,0.00017903,6.5968e-05,1,2.8952,1,2.075,0.2,0.61923
316.27,0.089939,0.00016805,0.00018588,1,2.8956,1,2.075,0.2,0.60769
316.59,0.083502,0.00014592,0.00026737,1,2.8962,1,2.075,0.2,0.59615
316.83,0.073278,0.00011241,0.00028805,1,2.8971,1,2.075,0.2,0.58461
316.96,0.05825,6.8355e-05,0.00023578,1,2.898,1,2.075,0.2,0.57308
316.93,0.036041,1.8623e-05,0.0001191,1,2.8987,1,2.075,0.2,0.56154
316.88,0.02272,-6.6828e-06,4.729e-05,1,2.8989,1,2.075,0.2,0.55
316.28,0.035773,7.4632e-05,4.7424e-05,1,2.8993,1,2.075,0.21212,0.55
310.12,0.057657,0.00034596,-4.1014e-05,1,2.8999,1,2.075,0.22424,0.7
315.15,0.057657,0.00034606,4.0953e-05,1,2.8999,1,2.075,0.22424,0.55
309.23,0.072927,0.00081513,-2.8234e-05,1,2.9004,1,2.075,0.23636,0.7
314.12,0.072926,0.00081539,2.8153e-05,1,2.9004,1,2.075,0.23636,0.55
308.44,0.084229,0.0014452,-1.7649e-05,1,2.9006,1,2.075,0.24848,0.7
313.16,0.084228,0.0014456,1.7557e-05,1,2.9006,1,2.075,0.24848,0.55
307.7,0.092827,0.0022034,-1.0346e-05,1,2.9005,1,2.075,0.26061,0.7
312.25,0.092826,0.002204,1.0248e-05,1,2.9005,1,2.075,0.26061,0.55
307.02,0.099455,0.0030624,-5.5541e-06,1,2.8998,1,2.075,0.27273,0.7
311.39,0.099454,0.0030632,5.4559e-06,1,2.8998,1,2.075,0.27273,0.55
306.38,0.1046,0.0040012,-2.3992e-06,1,2.8987,1,2.075,0.28485,0.7
310.56,0.1046,0.0040019,2.3073e-06,1,2.8987,1,2.075,0.28485,0.55
305.77,0.10859,0.0050034,-2.1001e-07,1,2.8971,1,2.075,0.29697,0.7
309.78,0.10859,0.005004,1.3504e-07,1,2.8971,1,2.075,0.29697,0.55
305.19,0.1117,0.0060565,1.4434e-06,1,2.8949,1,2.075,0.30909,0.7
309.03,0.1117,0.0060568,-1.4851e-06,1,2.8949,1,2.075,0.30909,0.55
304.64,0.11409,0.0071506,2.8122e-06,1,2.8922,1,2.075,0.32121,0.7
308.32,0.11409,0.0071502,-2.7951e-06,1,2.8922,1,2.075,0.32121,0.55
304.13,0.11592,0.0082776,4.0312e-06,1,2.8889,1,2.075,0.33333,0.7
307.64,0.11591,0.008276,-3.916e-06,1,2.8889,1,2.075,0.33333,0.55
303.63,0.11729,0.0094305,5.1683e-06,1,2.8851,1,2.075,0.34545,0.7
306.99,0.11729,0.0094269,-4.8971e-06,1,2.8851,1,2.075,0.34545,0.55
303.17,0.11829,0.010603,6.2549e-06,1,2.8807,1,2.075,0.35758,0.7
306.38,0.11829,0.010596,-5.7441e-06,1,2.8807,1,2.075,0.35758,0.55
302.73,0.119,0.01179,7.305e-06,1,2.8757,1,2.075,0.3697,0.7
305.79,0.119,0.011778,-6.4364e-06,1,2.8757,1,2.075,0.3697,0.55
302.31,0.11947,0.012985,8.323e-06,1,2.8702,1,2.075,0.38182,0.7
305.24,0.11946,0.012967,-6.9333e-06,1,2.8702,1,2.075,0.38182,0.55
301.92,0.11973,0.014185,9.3078e-06,1,2.8641,1,2.075,0.39394,0.7
304.72,0.11973,0.014156,-7.1753e-06,1,2.8641,1,2.075,0.39394,0.55
301.54,0.11985,0.015383,1.0252e-05,1,2.8574,1,2.075,0.40606,0.7
304.23,0.11984,0.015339,-7.082e-06,1,2.8574,1,2.075,0.40606,0.55
301.18,0.11985,0.016575,1.1137e-05,1,2.8502,1,2.075,0.41818,0.7
303.76,0.11984,0.016511,-6.5482e-06,1,2.8503,1,2.075,0.41818,0.55
300.83,0.11977,0.017755,1.193e-05,1,2.8425,1,2.075,0.4303,0.7
303.31,0.11976,0.017663,-5.4408e-06,1,2.8426,1,2.075,0.4303,0.55
300.5,0.11965,0.018917,1.2575e-05,1,2.8342,1,2.075,0.44242,0.7
302.88,0.11964,0.018789,-3.5985e-06,1,2.8344,1,2.075,0.44242,0.55
300.19,0.11954,0.020055,1.2993e-05,1,2.8253,1,2.075,0.45454,0.7
302.47,0.11953,0.019879,-8.4227e-07,1,2.8257,1,2.075,0.45454,0.55
299.89,0.1195,0.02116,1.3087e-05,1,2.8159,1,2.075,0.46667,0.7
302.07,0.11948,0.020924,3.0064e-06,1,2.8166,1,2.075,0.46667,0.55
299.6,0.1196,0.022222,1.2789e-05,1,2.806,1,2.075,0.47879,0.7
301.69,0.11959,0.021914,8.0418e-06,1,2.8071,1,2.075,0.47879,0.55
299.33,0.11996,0.023229,1.2176e-05,1,2.7956,1,2.075,0.49091,0.7
301.33,0.11994,0.022838,1.4044e-05,1,2.7973,1,2.075,0.49091,0.55
299.07,0.1207,0.024169,1.1745e-05,1,2.7848,1,2.075,0.50303,0.7
300.99,0.1207,0.023691,1.9995e-05,1,2.7873,1,2.075,0.50303,0.55
298.82,0.12206,0.025027,1.3011e-05,1,2.7735,1,2.075,0.51515,0.7
300.67,0.12208,0.024472,2.299e-05,1,2.7772,1,2.075,0.51515,0.55
298.58,0.12437,0.025791,1.9692e-05,1,2.7617,1,2.075,0.52727,0.7
300.36,0.12442,0.025201,1.5604e-05,1,2.7672,1,2.075,0.52727,0.55
298.35,0.12819,0.026456,3.9414e-05,1,2.7494,1,2.075,0.53939,0.7
300.06,0.1283,0.025935,-2.0842e-05,1,2.7575,1,2.075,0.53939,0.55
298.12,0.1346,0.027038,8.6459e-05,1,2.7365,1,2.075,0.55151,0.7
299.77,0.13482,0.026814,-0.00013384,1,2.748,1,2.075,0.55151,0.55
297.9,0.14602,0.027581,0.00018538,1,2.7225,1,2.075,0.56364,0.7
299.49,0.14642,0.028131,-0.00044687,1,2.7387,1,2.075,0.56364,0.55
297.68,0.16922,0.028181,0.00038427,1,2.706,1,2.075,0.57576,0.7
299.2,0.16993,0.030773,-0.001457,1,2.73,1,2.075,0.57576,0.55
297.45,0.22784,0.027809,0.00028294,1,2.6813,1,2.075,0.58788,0.7
298.88,0.22909,0.036427,-0.0059565,1,2.718,1,2.075,0.58788,0.55
297.1,0.39424,0.01996,-0.011045,1,2.6674,1,2.075,0.6,0.7
298.42,0.39617,0.036482,-0.01901,1,2.6533,1,2.075,0.6,0.55
311.67,0.022924,-6.971e-06,-4.9299e-05,1,2.9674,1,2.0625,0.2,0.7
311.1,0.0361,7.7806e-05,-4.9438e-05,1,2.9677,1,2.0625,0.21212,0.7
312.14,0.03637,1.9409e-05,-0.00012417,1,2.9671,1,2.0625,0.2,0.68846
313,0.058788,7.125e-05,-0.00024586,1,2.9664,1,2.0625,0.2,0.67692
313.71,0.07396,0.00011717,-0.00030047,1,2.9655,1,2.0625,0.2,0.66539
314.35,0.084286,0.00015208,-0.00027913,1,2.9646,1,2.0625,0.2,0.65385
314.92,0.090787,0.00017514,-0.00019447,1,2.9639,1,2.0625,0.2,0.64231
315.44,0.09394,0.00018658,-6.9776e-05,1,2.9635,1,2.0625,0.2,0.63077
315.89,0.09394,0.00018659,6.8589e-05,1,2.9635,1,2.0625,0.2,0.61923
316.29,0.090787,0.00017516,0.00019339,1,2.9639,1,2.0625,0.2,0.60769
316.62,0.084285,0.00015211,0.00027826,1,2.9646,1,2.0625,0.2,0.59615
316.86,0.073959,0.0001172,0.00029988,1,2.9655,1,2.0625,0.2,0.58461
316.98,0.058787,7.1274e-05,0.00024554,1,2.9664,1,2.0625,0.2,0.57308
316.96,0.036369,1.9415e-05,0.00012407,1,2.9671,1,2.0625,0.2,0.56154
316.91,0.022924,-6.9765e-06,4.9283e-05,1,2.9674,1,2.0625,0.2,0.55
316.3,0.036099,7.7829e-05,4.94e-05,1,2.9677,1,2.0625,0.21212,0.55
310.05,0.058191,0.00036083,-4.2685e-05,1,2.9684,1,2.0625,0.22424,0.7
315.14,0.05819,0.00036096,4.2612e-05,1,2.9684,1,2.0625,0.22424,0.55
309.16,0.073612,0.00085033,-2.9324e-05,1,2.9689,1,2.0625,0.23636,0.7
314.1,0.073611,0.00085064,2.9231e-05,1,2.9689,1,2.0625,0.23636,0.55
308.35,0.085031,0.0015078,-1.8251e-05,1,2.9692,1,2.0625,0.24848,0.7
313.12,0.08503,0.0015083,1.8146e-05,1,2.9692,1,2.0625,0.24848,0.55
307.61,0.093723,0.0022993,-1.0598e-05,1,2.969,1,2.0625,0.26061,0.7
312.2,0.093722,0.0023,1.0488e-05,1,2.969,1,2.0625,0.26061,0.55
306.92,0.10043,0.0031965,-5.5611e-06,1,2.9683,1,2.0625,0.27273,0.7
311.32,0.10043,0.0031973,5.4522e-06,1,2.9683,1,2.0625,0.27273,0.55
306.27,0.10563,0.0041772,-2.2309e-06,1,2.9672,1,2.0625,0.28485,0.7
310.49,0.10563,0.004178,2.1299e-06,1,2.9672,1,2.0625,0.28485,0.55
305.65,0.10968,0.0052248,9.2169e-08,1,2.9655,1,2.0625,0.29697,0.7
309.69,0.10968,0.0052254,-1.7469e-07,1,2.9654,1,2.0625,0.29697,0.55
305.07,0.11282,0.0063261,1.8551e-06,1,2.9632,1,2.0625,0.30909,0.7
308.94,0.11282,0.0063264,-1.9028e-06,1,2.9632,1,2.0625,0.30909,0.55
304.52,0.11525,0.0074711,3.3195e-06,1,2.9603,1,2.0625,0.32121,0.7
308.22,0.11525,0.0074706,-3.3071e-06,1,2.9603,1,2.0625,0.32121,0.55
304.01,0.1171,0.0086511,4.6263e-06,1,2.9569,1,2.0625,0.33333,0.7
307.54,0.1171,0.0086494,-4.5152e-06,1,2.9569,1,2.0625,0.33333,0.55
303.52,0.1185,0.0098591,5.8454e-06,1,2.9529,1,2.0625,0.34545,0.7
306.89,0.11849,0.0098553,-5.579e-06,1,2.9528,1,2.0625,0.34545,0.55
303.05,0.11951,0.011089,7.009e-06,1,2.9483,1,2.0625,0.35758,0.7
306.27,0.11951,0.011082,-6.5059e-06,1,2.9482,1,2.0625,0.35758,0.55
302.61,0.12023,0.012334,8.1305e-06,1,2.943,1,2.0625,0.3697,0.7
305.68,0.12022,0.012322,-7.2766e-06,1,2.943,1,2.0625,0.3697,0.55
302.19,0.1207,0.01359,9.2134e-06,1,2.9372,1,2.0625,0.38182,0.7
305.13,0.12069,0.013571,-7.8514e-06,1,2.9372,1,2.0625,0.38182,0.55
301.8,0.12096,0.014851,1.0254e-05,1,2.9308,1,2.0625,0.39394,0.7
304.61,0.12096,0.014822,-8.1723e-06,1,2.9308,1,2.0625,0.39394,0.55
301.42,0.12107,0.016112,1.1243e-05,1,2.9238,1,2.0625,0.40606,0.7
304.11,0.12106,0.016069,-8.1603e-06,1,2.9238,1,2.0625,0.40606,0.55
301.06,0.12106,0.017368,1.2156e-05,1,2.9162,1,2.0625,0.41818,0.7
303.64,0.12105,0.017306,-7.712e-06,1,2.9163,1,2.0625,0.41818,0.55
300.72,0.12096,0.018614,1.2956e-05,1,2.9081,1,2.0625,0.4303,0.7
303.2,0.12095,0.018525,-6.6963e-06,1,2.9082,1,2.0625,0.4303,0.55
300.4,0.12081,0.019843,1.3577e-05,1,2.8993,1,2.0625,0.44242,0.7
302.77,0.1208,0.019719,-4.9531e-06,1,2.8995,1,2.0625,0.44242,0.55
300.08,0.12068,0.021048,1.3928e-05,1,2.89,1,2.0625,0.45454,0.7
302.36,0.12066,0.020879,-2.3037e-06,1,2.8903,1,2.0625,0.45454,0.55
299.78,0.1206,0.02222,1.3899e-05,1,2.8801,1,2.0625,0.46667,0.7
301.96,0.12058,0.021995,1.4208e-06,1,2.8807,1,2.0625,0.46667,0.55
299.5,0.12065,0.02335,1.3409e-05,1,2.8696,1,2.0625,0.47879,0.7
301.58,0.12064,0.023058,6.304e-06,1,2.8707,1,2.0625,0.47879,0.55
299.23,0.12095,0.024426,1.2531e-05,1,2.8586,1,2.0625,0.49091,0.7
301.22,0.12094,0.024057,1.2115e-05,1,2.8603,1,2.0625,0.49091,0.55
298.97,0.12163,0.025433,1.1787e-05,1,2.8472,1,2.0625,0.50303,0.7
300.88,0.12163,0.024987,1.7788e-05,1,2.8496,1,2.0625,0.50303,0.55
298.72,0.12291,0.026359,1.2811e-05,1,2.8352,1,2.0625,0.51515,0.7
300.56,0.12292,0.025848,2.0281e-05,1,2.8389,1,2.0625,0.51515,0.55
298.49,0.12511,0.027191,1.9681e-05,1,2.8228,1,2.0625,0.52727,0.7
300.25,0.12516,0.026661,1.1743e-05,1,2.8282,1,2.0625,0.52727,0.55
298.25,0.12882,0.027929,4.1026e-05,1,2.8098,1,2.0625,0.53939,0.7
299.95,0.12893,0.027487,-2.7571e-05,1,2.8177,1,2.0625,0.53939,0.55
298.03,0.13509,0.028595,9.3847e-05,1,2.7962,1,2.0625,0.55151,0.7
299.67,0.1353,0.028474,-0.00014797,1,2.8074,1,2.0625,0.55151,0.55
297.82,0.14633,0.02925,0.00021009,1,2.7815,1,2.0625,0.56364,0.7
299.39,0.14673,0.029932,-0.00048053,1,2.7972,1,2.0625,0.56364,0.55
297.61,0.16931,0.030045,0.0004688,1,2.7643,1,2.0625,0.57576,0.7
299.1,0.17,0.032802,-0.0015543,1,2.7875,1,2.0625,0.57576,0.55
297.37,0.22755,0.030061,0.00064891,1,2.7387,1,2.0625,0.58788,0.7
298.78,0.2288,0.038875,-0.0063449,1,2.7743,1,2.0625,0.58788,0.55
297.03,0.39315,0.02228,-0.0098178,1,2.7206,1,2.0625,0.6,0.7
298.33,0.3951,0.038967,-0.020267,1,2.7045,1,2.0625,0.6,0.55
311.59,0.023137,-7.2777e-06,-5.1357e-05,1,3.0365,1,2.05,0.2,0.7
311.02,0.036439,8.1087e-05,-5.1479e-05,1,3.0368,1,2.05,0.21212,0.7
312.07,0.036711,2.022e-05,-0.0001293,1,3.0362,1,2.05,0.2,0.68846
312.94,0.059347,7.4249e-05,-0.00025596,1,3.0354,1,2.05,0.2,0.67692
313.66,0.074671,0.00012209,-0.00031273,1,3.0345,1,2.05,0.2,0.66539
314.3,0.085102,0.00015845,-0.00029046,1,3.0335,1,2.05,0.2,0.65385
314.88,0.091671,0.00018246,-0.00020235,1,3.0328,1,2.05,0.2,0.64231
315.41,0.094857,0.00019437,-7.2638e-05,1,3.0324,1,2.05,0.2,0.63077
315.86,0.094857,0.00019438,7.1278e-05,1,3.0324,1,2.05,0.2,0.61923
316.27,0.091671,0.00018249,0.00020111,1,3.0328,1,2.05,0.2,0.60769
316.6,0.085102,0.00015849,0.00028945,1,3.0335,1,2.05,0.2,0.59615
316.85,0.07467,0.00012213,0.00031203,1,3.0345,1,2.05,0.2,0.58461
316.98,0.059346,7.4282e-05,0.00025558,1,3.0354,1,2.05,0.2,0.57308
316.97,0.036711,2.0231e-05,0.00012918,1,3.0362,1,2.05,0.2,0.56154
316.91,0.023136,-7.2802e-06,5.1336e-05,1,3.0365,1,2.05,0.2,0.55
316.29,0.036439,8.1125e-05,5.1433e-05,1,3.0368,1,2.05,0.21212,0.55
309.97,0.058747,0.00037616,-4.4401e-05,1,3.0375,1,2.05,0.22424,0.7
315.11,0.058746,0.00037634,4.4315e-05,1,3.0375,1,2.05,0.22424,0.55
309.06,0.074326,0.00088662,-3.044e-05,1,3.038,1,2.05,0.23636,0.7
314.04,0.074325,0.00088701,3.0331e-05,1,3.038,1,2.05,0.23636,0.55
308.24,0.085868,0.0015725,-1.886e-05,1,3.0383,1,2.05,0.24848,0.7
313.05,0.085867,0.0015731,1.8741e-05,1,3.0383,1,2.05,0.24848,0.55
307.49,0.094657,0.0023983,-1.0841e-05,1,3.0381,1,2.05,0.26061,0.7
312.12,0.094656,0.0023991,1.0719e-05,1,3.0381,1,2.05,0.26061,0.55
306.8,0.10144,0.0033348,-5.5481e-06,1,3.0374,1,2.05,0.27273,0.7
311.23,0.10144,0.0033357,5.4295e-06,1,3.0374,1,2.05,0.27273,0.55
306.14,0.10671,0.0043589,-2.0337e-06,1,3.0362,1,2.05,0.28485,0.7
310.39,0.10671,0.0043598,1.9251e-06,1,3.0362,1,2.05,0.28485,0.55
305.53,0.11081,0.0054532,4.3036e-07,1,3.0344,1,2.05,0.29697,0.7
309.59,0.11081,0.005454,-5.1849e-07,1,3.0344,1,2.05,0.29697,0.55
304.94,0.114,0.0066044,2.3091e-06,1,3.032,1,2.05,0.30909,0.7
308.83,0.114,0.0066047,-2.3605e-06,1,3.032,1,2.05,0.30909,0.55
304.39,0.11646,0.0078017,3.8748e-06,1,3.029,1,2.05,0.32121,0.7
308.11,0.11646,0.0078012,-3.8646e-06,1,3.029,1,2.05,0.32121,0.55
303.88,0.11834,0.0090364,5.2743e-06,1,3.0254,1,2.05,0.33333,0.7
307.42,0.11834,0.0090346,-5.1646e-06,1,3.0254,1,2.05,0.33333,0.55
303.39,0.11976,0.010301,6.5799e-06,1,3.0212,1,2.05,0.34545,0.7
306.77,0.11975,0.010297,-6.3156e-06,1,3.0212,1,2.05,0.34545,0.55
302.93,0.12079,0.011589,7.8245e-06,1,3.0164,1,2.05,0.35758,0.7
306.15,0.12079,0.011582,-7.3267e-06,1,3.0164,1,2.05,0.35758,0.55
302.48,0.12151,0.012895,9.0214e-06,1,3.0109,1,2.05,0.3697,0.7
305.56,0.12151,0.012883,-8.18e-06,1,3.0109,1,2.05,0.3697,0.55
302.07,0.12199,0.014213,1.0173e-05,1,3.0048,1,2.05,0.38182,0.7
305,0.12198,0.014194,-8.837e-06,1,3.0048,1,2.05,0.38182,0.55
301.67,0.12225,0.015538,1.1273e-05,1,2.9981,1,2.05,0.39394,0.7
304.48,0.12224,0.015509,-9.2411e-06,1,2.9981,1,2.05,0.39394,0.55
301.3,0.12235,0.016864,1.231e-05,1,2.9907,1,2.05,0.40606,0.7
303.98,0.12234,0.016821,-9.3151e-06,1,2.9907,1,2.05,0.40606,0.55
300.94,0.12233,0.018186,1.3254e-05,1,2.9827,1,2.05,0.41818,0.7
303.51,0.12232,0.018125,-8.9574e-06,1,2.9828,1,2.05,0.41818,0.55
300.61,0.12221,0.019499,1.4063e-05,1,2.9741,1,2.05,0.4303,0.7
303.07,0.1222,0.019412,-8.0389e-06,1,2.9743,1,2.05,0.4303,0.55
300.28,0.12205,0.020795,1.4662e-05,1,2.9649,1,2.05,0.44242,0.7
302.65,0.12203,0.020676,-6.4016e-06,1,2.9651,1,2.05,0.44242,0.55
299.97,0.12188,0.022069,1.4949e-05,1,2.9551,1,2.05,0.45454,0.7
302.23,0.12186,0.021907,-3.8683e-06,1,2.9555,1,2.05,0.45454,0.55
299.67,0.12176,0.023311,1.4801e-05,1,2.9446,1,2.05,0.46667,0.7
301.84,0.12174,0.023096,-2.7494e-07,1,2.9453,1,2.05,0.46667,0.55
299.39,0.12177,0.02451,1.4122e-05,1,2.9336,1,2.05,0.47879,0.7
301.46,0.12176,0.024234,4.449e-06,1,2.9347,1,2.05,0.47879,0.55
299.12,0.12201,0.025656,1.298e-05,1,2.922,1,2.05,0.49091,0.7
301.1,0.122,0.02531,1.0056e-05,1,2.9237,1,2.05,0.49091,0.55
298.86,0.12262,0.026733,1.1928e-05,1,2.9099,1,2.05,0.50303,0.7
300.76,0.12262,0.026319,1.5437e-05,1,2.9124,1,2.05,0.50303,0.55
298.62,0.12382,0.027728,1.2719e-05,1,2.8973,1,2.05,0.51515,0.7
300.44,0.12384,0.027262,1.7405e-05,1,2.9009,1,2.05,0.51515,0.55
298.39,0.12593,0.028631,1.9804e-05,1,2.8842,1,2.05,0.52727,0.7
300.14,0.12598,0.028162,7.6815e-06,1,2.8895,1,2.05,0.52727,0.55
298.16,0.12952,0.029443,4.2849e-05,1,2.8705,1,2.05,0.53939,0.7
299.84,0.12963,0.029082,-3.4571e-05,1,2.8782,1,2.05,0.53939,0.55
297.95,0.13565,0.030196,0.00010168,1,2.8562,1,2.05,0.55151,0.7
299.56,0.13586,0.03018,-0.00016254,1,2.8671,1,2.05,0.55151,0.55
297.74,0.14672,0.030968,0.00023592,1,2.8408,1,2.05,0.56364,0.7
299.28,0.14711,0.031782,-0.00051508,1,2.856,1,2.05,0.56364,0.55
297.52,0.16947,0.031965,0.00055674,1,2.8229,1,2.05,0.57576,0.7
299,0.17016,0.034886,-0.001654,1,2.8453,1,2.05,0.57576,0.55
297.29,0.22736,0.032382,0.0010284,1,2.7965,1,2.05,0.58788,0.7
298.68,0.2286,0.041388,-0.0067424,1,2.8308,1,2.05,0.58788,0.55
296.96,0.39216,0.024674,-0.0085438,1,2.7739,1,2.05,0.6,0.7
298.24,0.39415,0.041515,-0.021551,1,2.7557,1,2.05,0.6,0.55
311.52,0.023358,-7.5979e-06,-5.3476e-05,1,3.1061,1,2.0375,0.2,0.7
310.93,0.036793,8.4456e-05,-5.3579e-05,1,3.1065,1,2.0375,0.21212,0.7
312,0.037067,2.1049e-05,-0.00013459,1,3.1058,1,2.0375,0.2,0.68846
312.87,0.059929,7.733e-05,-0.00026633,1,3.1051,1,2.0375,0.2,0.67692
313.59,0.075411,0.00012715,-0.00032532,1,3.1041,1,2.0375,0.2,0.66539
314.23,0.085953,0.000165,-0.00030209,1,3.1031,1,2.0375,0.2,0.65385
314.81,0.092593,0.00018998,-0.00021043,1,3.1023,1,2.0375,0.2,0.64231
315.34,0.095813,0.00020237,-7.5571e-05,1,3.1019,1,2.0375,0.2,0.63077
315.8,0.095813,0.00020238,7.4044e-05,1,3.1019,1,2.0375,0.2,0.61923
316.21,0.092592,0.00019001,0.00020904,1,3.1023,1,2.0375,0.2,0.60769
316.55,0.085952,0.00016505,0.00030095,1,3.1031,1,2.0375,0.2,0.59615
316.8,0.07541,0.0001272,0.00032451,1,3.1041,1,2.0375,0.2,0.58461
316.95,0.059928,7.7377e-05,0.0002659,1,3.1051,1,2.0375,0.2,0.57308
316.93,0.037066,2.1069e-05,0.00013444,1,3.1058,1,2.0375,0.2,0.56154
316.88,0.023358,-7.5942e-06,5.3447e-05,1,3.1061,1,2.0375,0.2,0.55
316.24,0.036793,8.4517e-05,5.3522e-05,1,3.1065,1,2.0375,0.21212,0.55
309.87,0.059327,0.00039193,-4.6163e-05,1,3.1072,1,2.0375,0.22424,0.7
315.05,0.059326,0.00039217,4.6061e-05,1,3.1072,1,2.0375,0.22424,0.55
308.95,0.07507,0.00092398,-3.1578e-05,1,3.1078,1,2.0375,0.23636,0.7
313.96,0.075068,0.00092449,3.1455e-05,1,3.1078,1,2.0375,0.23636,0.55
308.12,0.08674,0.001639,-1.9472e-05,1,3.108,1,2.0375,0.24848,0.7
312.96,0.086738,0.0016398,1.9341e-05,1,3.108,1,2.0375,0.24848,0.55
307.36,0.095632,0.0025003,-1.1073e-05,1,3.1079,1,2.0375,0.26061,0.7
312.02,0.09563,0.0025013,1.0942e-05,1,3.1078,1,2.0375,0.26061,0.55
306.66,0.1025,0.0034773,-5.5132e-06,1,3.1071,1,2.0375,0.27273,0.7
311.13,0.1025,0.0034784,5.3883e-06,1,3.1071,1,2.0375,0.27273,0.55
306.01,0.10784,0.0045461,-1.8055e-06,1,3.1059,1,2.0375,0.28485,0.7
310.28,0.10784,0.0045471,1.6935e-06,1,3.1059,1,2.0375,0.28485,0.55
305.39,0.112,0.0056887,8.0711e-07,1,3.104,1,2.0375,0.29697,0.7
309.48,0.11199,0.0056895,-8.9588e-07,1,3.104,1,2.0375,0.29697,0.55
304.81,0.11523,0.0068912,2.8084e-06,1,3.1015,1,2.0375,0.30909,0.7
308.71,0.11523,0.0068915,-2.858e-06,1,3.1015,1,2.0375,0.30909,0.55
304.26,0.11773,0.0081424,4.4814e-06,1,3.0984,1,2.0375,0.32121,0.7
307.98,0.11772,0.0081419,-4.4674e-06,1,3.0983,1,2.0375,0.32121,0.55
303.75,0.11964,0.0094335,5.9789e-06,1,3.0946,1,2.0375,0.33333,0.7
307.29,0.11964,0.0094316,-5.8645e-06,1,3.0946,1,2.0375,0.33333,0.55
303.26,0.12108,0.010757,7.3759e-06,1,3.0902,1,2.0375,0.34545,0.7
306.63,0.12107,0.010753,-7.1074e-06,1,3.0901,1,2.0375,0.34545,0.55
302.8,0.12213,0.012105,8.7061e-06,1,3.0851,1,2.0375,0.35758,0.7
306.02,0.12212,0.012098,-8.2073e-06,1,3.0851,1,2.0375,0.35758,0.55
302.35,0.12286,0.013473,9.9824e-06,1,3.0794,1,2.0375,0.3697,0.7
305.43,0.12286,0.013461,-9.1475e-06,1,3.0793,1,2.0375,0.3697,0.55
301.94,0.12334,0.014855,1.1206e-05,1,3.073,1,2.0375,0.38182,0.7
304.86,0.12333,0.014836,-9.8911e-06,1,3.0729,1,2.0375,0.38182,0.55
301.54,0.1236,0.016244,1.237e-05,1,3.0659,1,2.0375,0.39394,0.7
304.33,0.1236,0.016216,-1.0383e-05,1,3.0659,1,2.0375,0.39394,0.55
301.17,0.1237,0.017637,1.3457e-05,1,3.0582,1,2.0375,0.40606,0.7
303.84,0.12369,0.017595,-1.0548e-05,1,3.0582,1,2.0375,0.40606,0.55
300.82,0.12366,0.019027,1.4437e-05,1,3.0498,1,2.0375,0.41818,0.7
303.37,0.12365,0.018967,-1.0286e-05,1,3.0498,1,2.0375,0.41818,0.55
300.48,0.12353,0.020408,1.5257e-05,1,3.0407,1,2.0375,0.4303,0.7
302.93,0.12352,0.020325,-9.4706e-06,1,3.0409,1,2.0375,0.4303,0.55
300.16,0.12334,0.021775,1.5837e-05,1,3.031,1,2.0375,0.44242,0.7
