"Node Number","Temperature","Points:0","Points:1","Points:2"
6095,180.23,2.5,0.48,0
6096,180.23,2.5,0.49,0
6097,180.23,2.5,0.5,0
6098,180.23,2.5,0.51,0
6099,180.23,2.5,0.52,0
6100,180.23,2.5,0.53,0
6101,180.23,2.5,0.54,0
6102,180.23,2.5,0.55,0
6103,180.23,2.5,0.56,0
6104,180.23,2.5,0.57,0
6105,180.23,2.5,0.58,0
6106,180.23,2.5,0.59,0
6107,180.22,1.5,0.59,0
6108,180.22,1.5,0.58,0
6109,180.22,1.5,0.57,0
6110,180.22,1.5,0.56,0
6111,180.22,1.5,0.55,0
6112,180.22,1.5,0.54,0
6113,180.22,1.5,0.53,0
6114,180.22,1.5,0.52,0
6115,180.22,1.5,0.51,0
6116,180.22,1.5,0.5,0
6117,180.22,1.5,0.49,0
6118,180.22,1.5,0.48,0
6119,180.22,1.5,0.47,0
6120,180.22,1.5,0.46,0
6121,180.22,1.5,0.45,0
6122,180.22,1.5,0.44,0
6123,180.23,1.5,0.43,0
6124,180.23,1.5,0.42,0
6125,180.23,1.5,0.41,0
6126,180.23,1.5,0.4,0
6127,180.23,1.5,0.39,0
6128,180.23,1.5,0.38,0
6129,180.23,1.5,0.37,0
6130,180.23,1.5,0.36,0
6131,180.23,1.5,0.35,0
6132,180.23,1.5,0.34,0
6133,180.23,1.5,0.33,0
6134,180.23,1.5,0.32,0
6135,180.23,1.5,0.31,0
6136,180.23,1.5,0.3,0
6137,180.23,1.5,0.29,0
6138,180.23,1.5,0.28,0
6139,180.23,1.5,0.27,0
6140,180.23,1.5,0.26,0
6141,180.23,1.5,0.25,0
6142,180.23,1.5,0.24,0
6143,180.23,1.5,0.23,0
6144,180.23,1.5,0.22,0
6145,180.23,1.5,0.21,0
6146,180.23,1.5,0.2,0
6147,180.23,1.5,0.19,0
6148,180.23,1.5,0.18,0
6149,180.23,1.5,0.17,0
6150,180.23,1.5,0.16,0
6151,180.23,1.5,0.15,0
6152,180.23,1.5,0.14,0
6153,180.23,1.5,0.13,0
6154,180.23,1.5,0.12,0
6155,180.23,1.5,0.11,0
6156,180.23,1.5,0.1,0
6157,180.23,1.5,0.09,0
6158,180.23,1.5,0.08,0
6159,180.23,1.5,0.07,0
6160,180.23,1.5,0.06,0
6161,180.23,1.5,0.05,0
6162,180.23,1.5,0.04,0
6163,180.23,1.5,0.03,0
6164,180.23,1.5,0.02,0
6165,180.23,1.5,0.01,0
9,180.23,1.8,0,0
10,180.24,2.2,0,0
11,180.23,1.51,0.01,0
12,180.23,1.51,0.02,0
13,180.23,1.51,0.03,0
14,180.23,1.51,0.04,0
15,180.23,1.51,0.05,0
16,180.23,1.51,0.06,0
17,180.23,1.51,0.07,0
18,180.23,1.51,0.08,0
19,180.23,1.51,0.09,0
20,180.23,1.51,0.1,0
21,180.23,1.51,0.11,0
22,180.23,1.51,0.12,0
23,180.23,1.51,0.13,0
24,180.23,1.51,0.14,0
25,180.23,1.51,0.15,0
26,180.23,1.51,0.16,0
27,180.23,1.51,0.17,0
28,180.23,1.51,0.18,0
29,180.23,1.51,0.19,0
30,180.23,1.51,0.2,0
31,180.23,1.51,0.21,0
32,180.23,1.51,0.22,0
33,180.23,1.51,0.23,0
34,180.23,1.51,0.24,0
35,180.23,1.51,0.25,0
36,180.23,1.51,0.26,0
37,180.23,1.51,0.27,0
38,180.23,1.51,0.28,0
39,180.23,1.51,0.29,0
40,180.23,1.51,0.3,0
41,180.23,1.51,0.31,0
42,180.23,1.51,0.32,0
43,180.23,1.51,0.33,0
44,180.23,1.51,0.34,0
45,180.23,1.51,0.35,0
46,180.23,1.51,0.36,0
47,180.23,1.51,0.37,0
48,180.23,1.51,0.38,0
49,180.23,1.51,0.39,0
50,180.23,1.51,0.4,0
51,180.23,1.51,0.41,0
52,180.23,1.51,0.42,0
53,180.23,1.51,0.43,0
54,180.23,1.51,0.44,0
55,180.23,1.51,0.45,0
56,180.22,1.51,0.46,0
57,180.22,1.51,0.47,0
58,180.22,1.51,0.48,0
59,180.22,1.51,0.49,0
60,180.22,1.51,0.5,0
61,180.22,1.51,0.51,0
62,180.22,1.51,0.52,0
63,180.22,1.51,0.53,0
64,180.22,1.51,0.54,0
65,180.22,1.51,0.55,0
66,180.22,1.51,0.56,0
67,180.22,1.51,0.57,0
68,180.22,1.51,0.58,0
69,180.22,1.51,0.59,0
70,180.23,1.52,0.01,0
71,180.23,1.52,0.02,0
72,180.23,1.52,0.03,0
73,180.23,1.52,0.04,0
74,180.23,1.52,0.05,0
75,180.23,1.52,0.06,0
76,180.23,1.52,0.07,0
77,180.23,1.52,0.08,0
78,180.23,1.52,0.09,0
79,180.23,1.52,0.1,0
80,180.23,1.52,0.11,0
81,180.23,1.52,0.12,0
82,180.23,1.52,0.13,0
83,180.23,1.52,0.14,0
84,180.23,1.52,0.15,0
85,180.23,1.52,0.16,0
86,180.23,1.52,0.17,0
87,180.23,1.52,0.18,0
88,180.23,1.52,0.19,0
89,180.23,1.52,0.2,0
90,180.23,1.52,0.21,0
91,180.23,1.52,0.22,0
92,180.23,1.52,0.23,0
93,180.23,1.52,0.24,0
94,180.23,1.52,0.25,0
95,180.23,1.52,0.26,0
96,180.23,1.52,0.27,0
97,180.23,1.52,0.28,0
98,180.23,1.52,0.29,0
99,180.23,1.52,0.3,0
100,180.23,1.52,0.31,0
101,180.23,1.52,0.32,0
102,180.23,1.52,0.33,0
103,180.23,1.52,0.34,0
104,180.23,1.52,0.35,0
105,180.23,1.52,0.36,0
106,180.23,1.52,0.37,0
107,180.23,1.52,0.38,0
108,180.23,1.52,0.39,0
109,180.23,1.52,0.4,0
110,180.23,1.52,0.41,0
111,180.23,1.52,0.42,0
112,180.23,1.52,0.43,0
113,180.23,1.52,0.44,0
114,180.23,1.52,0.45,0
115,180.23,1.52,0.46,0
116,180.22,1.52,0.47,0
117,180.22,1.52,0.48,0
118,180.22,1.52,0.49,0
119,180.22,1.52,0.5,0
120,180.22,1.52,0.51,0
121,180.22,1.52,0.52,0
122,180.22,1.52,0.53,0
123,180.22,1.52,0.54,0
124,180.22,1.52,0.55,0
125,180.22,1.52,0.56,0
126,180.22,1.52,0.57,0
127,180.22,1.52,0.58,0
128,180.22,1.52,0.59,0
129,180.23,1.53,0.01,0
130,180.23,1.53,0.02,0
131,180.23,1.53,0.03,0
132,180.23,1.53,0.04,0
133,180.23,1.53,0.05,0
134,180.23,1.53,0.06,0
135,180.23,1.53,0.07,0
136,180.23,1.53,0.08,0
137,180.23,1.53,0.09,0
138,180.23,1.53,0.1,0
139,180.23,1.53,0.11,0
140,180.23,1.53,0.12,0
141,180.23,1.53,0.13,0
142,180.23,1.53,0.14,0
143,180.23,1.53,0.15,0
144,180.23,1.53,0.16,0
145,180.23,1.53,0.17,0
146,180.23,1.53,0.18,0
147,180.23,1.53,0.19,0
148,180.23,1.53,0.2,0
149,180.23,1.53,0.21,0
150,180.23,1.53,0.22,0
151,180.23,1.53,0.23,0
152,180.23,1.53,0.24,0
153,180.23,1.53,0.25,0
154,180.23,1.53,0.26,0
155,180.23,1.53,0.27,0
156,180.23,1.53,0.28,0
157,180.23,1.53,0.29,0
158,180.23,1.53,0.3,0
159,180.23,1.53,0.31,0
160,180.23,1.53,0.32,0
161,180.23,1.53,0.33,0
162,180.23,1.53,0.34,0
163,180.23,1.53,0.35,0
164,180.23,1.53,0.36,0
165,180.23,1.53,0.37,0
166,180.23,1.53,0.38,0
167,180.23,1.53,0.39,0
168,180.23,1.53,0.4,0
169,180.23,1.53,0.41,0
170,180.23,1.53,0.42,0
171,180.23,1.53,0.43,0
172,180.23,1.53,0.44,0
173,180.23,1.53,0.45,0
174,180.23,1.53,0.46,0
175,180.23,1.53,0.47,0
176,180.22,1.53,0.48,0
177,180.22,1.53,0.49,0
178,180.22,1.53,0.5,0
179,180.22,1.53,0.51,0
180,180.22,1.53,0.52,0
181,180.22,1.53,0.53,0
182,180.22,1.53,0.54,0
183,180.22,1.53,0.55,0
184,180.22,1.53,0.56,0
185,180.22,1.53,0.57,0
186,180.22,1.53,0.58,0
187,180.22,1.53,0.59,0
188,180.23,1.54,0.01,0
189,180.23,1.54,0.02,0
190,180.23,1.54,0.03,0
191,180.23,1.54,0.04,0
192,180.23,1.54,0.05,0
193,180.23,1.54,0.06,0
194,180.23,1.54,0.07,0
195,180.23,1.54,0.08,0
196,180.23,1.54,0.09,0
197,180.23,1.54,0.1,0
198,180.23,1.54,0.11,0
199,180.23,1.54,0.12,0
200,180.23,1.54,0.13,0
201,180.23,1.54,0.14,0
202,180.23,1.54,0.15,0
203,180.23,1.54,0.16,0
204,180.23,1.54,0.17,0
205,180.23,1.54,0.18,0
206,180.23,1.54,0.19,0
207,180.23,1.54,0.2,0
208,180.23,1.54,0.21,0
209,180.23,1.54,0.22,0
210,180.23,1.54,0.23,0
211,180.23,1.54,0.24,0
212,180.23,1.54,0.25,0
213,180.23,1.54,0.26,0
214,180.23,1.54,0.27,0
215,180.23,1.54,0.28,0
216,180.23,1.54,0.29,0
217,180.23,1.54,0.3,0
218,180.23,1.54,0.31,0
219,180.23,1.54,0.32,0
220,180.23,1.54,0.33,0
221,180.23,1.54,0.34,0
222,180.23,1.54,0.35,0
223,180.23,1.54,0.36,0
224,180.23,1.54,0.37,0
225,180.23,1.54,0.38,0
226,180.23,1.54,0.39,0
227,180.23,1.54,0.4,0
228,180.23,1.54,0.41,0
229,180.23,1.54,0.42,0
230,180.23,1.54,0.43,0
231,180.23,1.54,0.44,0
232,180.23,1.54,0.45,0
233,180.23,1.54,0.46,0
234,180.23,1.54,0.47,0
235,180.23,1.54,0.48,0
236,180.22,1.54,0.49,0
237,180.22,1.54,0.5,0
238,180.22,1.54,0.51,0
239,180.22,1.54,0.52,0
240,180.22,1.54,0.53,0
241,180.22,1.54,0.54,0
242,180.22,1.54,0.55,0
243,180.22,1.54,0.56,0
244,180.22,1.54,0.57,0
245,180.22,1.54,0.58,0
246,180.22,1.54,0.59,0
247,180.23,1.55,0.01,0
248,180.23,1.55,0.02,0
249,180.23,1.55,0.03,0
250,180.23,1.55,0.04,0
251,180.23,1.55,0.05,0
252,180.23,1.55,0.06,0
253,180.23,1.55,0.07,0
254,180.23,1.55,0.08,0
255,180.23,1.55,0.09,0
256,180.23,1.55,0.1,0
257,180.23,1.55,0.11,0
258,180.23,1.55,0.12,0
259,180.23,1.55,0.13,0
260,180.23,1.55,0.14,0
261,180.23,1.55,0.15,0
262,180.23,1.55,0.16,0
263,180.23,1.55,0.17,0
264,180.23,1.55,0.18,0
265,180.23,1.55,0.19,0
266,180.23,1.55,0.2,0
267,180.23,1.55,0.21,0
268,180.23,1.55,0.22,0
269,180.23,1.55,0.23,0
270,180.23,1.55,0.24,0
271,180.23,1.55,0.25,0
272,180.23,1.55,0.26,0
273,180.23,1.55,0.27,0
274,180.23,1.55,0.28,0
275,180.23,1.55,0.29,0
276,180.23,1.55,0.3,0
277,180.23,1.55,0.31,0
278,180.23,1.55,0.32,0
279,180.23,1.55,0.33,0
280,180.23,1.55,0.34,0
281,180.23,1.55,0.35,0
282,180.23,1.55,0.36,0
283,180.23,1.55,0.37,0
284,180.23,1.55,0.38,0
285,180.23,1.55,0.39,0
286,180.23,1.55,0.4,0
287,180.23,1.55,0.41,0
288,180.23,1.55,0.42,0
289,180.23,1.55,0.43,0
290,180.23,1.55,0.44,0
291,180.23,1.55,0.45,0
292,180.23,1.55,0.46,0
293,180.23,1.55,0.47,0
294,180.23,1.55,0.48,0
295,180.23,1.55,0.49,0
296,180.23,1.55,0.5,0
297,180.22,1.55,0.51,0
298,180.22,1.55,0.52,0
299,180.22,1.55,0.53,0
300,180.22,1.55,0.54,0
301,180.22,1.55,0.55,0
302,180.22,1.55,0.56,0
303,180.22,1.55,0.57,0
304,180.22,1.55,0.58,0
305,180.22,1.55,0.59,0
306,180.23,1.56,0.01,0
307,180.23,1.56,0.02,0
308,180.23,1.56,0.03,0
309,180.23,1.56,0.04,0
310,180.23,1.56,0.05,0
311,180.23,1.56,0.06,0
312,180.23,1.56,0.07,0
313,180.23,1.56,0.08,0
314,180.23,1.56,0.09,0
315,180.23,1.56,0.1,0
316,180.23,1.56,0.11,0
317,180.23,1.56,0.12,0
318,180.23,1.56,0.13,0
319,180.23,1.56,0.14,0
320,180.23,1.56,0.15,0
321,180.23,1.56,0.16,0
322,180.23,1.56,0.17,0
323,180.23,1.56,0.18,0
324,180.23,1.56,0.19,0
325,180.23,1.56,0.2,0
326,180.23,1.56,0.21,0
327,180.23,1.56,0.22,0
328,180.23,1.56,0.23,0
329,180.23,1.56,0.24,0
330,180.23,1.56,0.25,0
331,180.23,1.56,0.26,0
332,180.23,1.56,0.27,0
333,180.23,1.56,0.28,0
334,180.23,1.56,0.29,0
335,180.23,1.56,0.3,0
336,180.23,1.56,0.31,0
337,180.23,1.56,0.32,0
338,180.23,1.56,0.33,0
339,180.23,1.56,0.34,0
340,180.23,1.56,0.35,0
341,180.23,1.56,0.36,0
342,180.23,1.56,0.37,0
343,180.23,1.56,0.38,0
344,180.23,1.56,0.39,0
345,180.23,1.56,0.4,0
346,180.23,1.56,0.41,0
347,180.23,1.56,0.42,0
348,180.23,1.56,0.43,0
349,180.23,1.56,0.44,0
350,180.23,1.56,0.45,0
351,180.23,1.56,0.46,0
352,180.23,1.56,0.47,0
353,180.23,1.56,0.48,0
354,180.23,1.56,0.49,0
355,180.23,1.56,0.5,0
356,180.23,1.56,0.51,0
357,180.22,1.56,0.52,0
358,180.22,1.56,0.53,0
359,180.22,1.56,0.54,0
360,180.22,1.56,0.55,0
361,180.22,1.56,0.56,0
362,180.22,1.56,0.57,0
363,180.22,1.56,0.58,0
364,180.22,1.56,0.59,0
365,180.23,1.57,0.01,0
366,180.23,1.57,0.02,0
367,180.23,1.57,0.03,0
368,180.23,1.57,0.04,0
369,180.23,1.57,0.05,0
370,180.23,1.57,0.06,0
371,180.23,1.57,0.07,0
372,180.23,1.57,0.08,0
373,180.23,1.57,0.09,0
374,180.23,1.57,0.1,0
375,180.23,1.57,0.11,0
376,180.23,1.57,0.12,0
377,180.23,1.57,0.13,0
378,180.23,1.57,0.14,0
379,180.23,1.57,0.15,0
380,180.23,1.57,0.16,0
381,180.23,1.57,0.17,0
382,180.23,1.57,0.18,0
383,180.23,1.57,0.19,0
384,180.23,1.57,0.2,0
385,180.23,1.57,0.21,0
386,180.23,1.57,0.22,0
387,180.23,1.57,0.23,0
388,180.23,1.57,0.24,0
389,180.23,1.57,0.25,0
390,180.23,1.57,0.26,0
391,180.23,1.57,0.27,0
392,180.23,1.57,0.28,0
393,180.23,1.57,0.29,0
394,180.23,1.57,0.3,0
395,180.23,1.57,0.31,0
396,180.23,1.57,0.32,0
397,180.23,1.57,0.33,0
398,180.23,1.57,0.34,0
399,180.23,1.57,0.35,0
400,180.23,1.57,0.36,0
401,180.23,1.57,0.37,0
402,180.23,1.57,0.38,0
403,180.23,1.57,0.39,0
404,180.23,1.57,0.4,0
405,180.23,1.57,0.41,0
406,180.23,1.57,0.42,0
407,180.23,1.57,0.43,0
408,180.23,1.57,0.44,0
409,180.23,1.57,0.45,0
410,180.23,1.57,0.46,0
411,180.23,1.57,0.47,0
412,180.23,1.57,0.48,0
413,180.23,1.57,0.49,0
414,180.23,1.57,0.5,0
415,180.23,1.57,0.51,0
416,180.23,1.57,0.52,0
417,180.23,1.57,0.53,0
418,180.22,1.57,0.54,0
419,180.22,1.57,0.55,0
420,180.22,1.57,0.56,0
421,180.22,1.57,0.57,0
422,180.22,1.57,0.58,0
423,180.22,1.57,0.59,0
424,180.23,1.58,0.01,0
425,180.23,1.58,0.02,0
426,180.23,1.58,0.03,0
427,180.23,1.58,0.04,0
428,180.23,1.58,0.05,0
429,180.23,1.58,0.06,0
430,180.23,1.58,0.07,0
431,180.23,1.58,0.08,0
432,180.23,1.58,0.09,0
433,180.23,1.58,0.1,0
434,180.23,1.58,0.11,0
435,180.23,1.58,0.12,0
436,180.23,1.58,0.13,0
437,180.23,1.58,0.14,0
438,180.23,1.58,0.15,0
439,180.23,1.58,0.16,0
440,180.23,1.58,0.17,0
441,180.23,1.58,0.18,0
442,180.23,1.58,0.19,0
443,180.23,1.58,0.2,0
444,180.23,1.58,0.21,0
445,180.23,1.58,0.22,0
446,180.23,1.58,0.23,0
447,180.23,1.58,0.24,0
448,180.23,1.58,0.25,0
449,180.23,1.58,0.26,0
450,180.23,1.58,0.27,0
451,180.23,1.58,0.28,0
452,180.23,1.58,0.29,0
453,180.23,1.58,0.3,0
454,180.23,1.58,0.31,0
455,180.23,1.58,0.32,0
456,180.23,1.58,0.33,0
457,180.23,1.58,0.34,0
458,180.23,1.58,0.35,0
459,180.23,1.58,0.36,0
460,180.23,1.58,0.37,0
461,180.23,1.58,0.38,0
462,180.23,1.58,0.39,0
463,180.23,1.58,0.4,0
464,180.23,1.58,0.41,0
465,180.23,1.58,0.42,0
466,180.23,1.58,0.43,0
467,180.23,1.58,0.44,0
468,180.23,1.58,0.45,0
469,180.23,1.58,0.46,0
470,180.23,1.58,0.47,0
471,180.23,1.58,0.48,0
472,180.23,1.58,0.49,0
473,180.23,1.58,0.5,0
474,180.23,1.58,0.51,0
475,180.23,1.58,0.52,0
476,180.23,1.58,0.53,0
477,180.23,1.58,0.54,0
478,180.22,1.58,0.55,0
479,180.22,1.58,0.56,0
480,180.22,1.58,0.57,0
481,180.22,1.58,0.58,0
482,180.22,1.58,0.59,0
483,180.23,1.59,0.01,0
484,180.23,1.59,0.02,0
485,180.23,1.59,0.03,0
486,180.23,1.59,0.04,0
487,180.23,1.59,0.05,0
488,180.23,1.59,0.06,0
489,180.23,1.59,0.07,0
490,180.23,1.59,0.08,0
491,180.23,1.59,0.09,0
492,180.23,1.59,0.1,0
493,180.23,1.59,0.11,0
494,180.23,1.59,0.12,0
495,180.23,1.59,0.13,0
496,180.23,1.59,0.14,0
497,180.23,1.59,0.15,0
498,180.23,1.59,0.16,0
499,180.23,1.59,0.17,0
500,180.23,1.59,0.18,0
501,180.23,1.59,0.19,0
502,180.23,1.59,0.2,0
503,180.23,1.59,0.21,0
504,180.23,1.59,0.22,0
505,180.23,1.59,0.23,0
506,180.23,1.59,0.24,0
507,180.23,1.59,0.25,0
508,180.23,1.59,0.26,0
509,180.23,1.59,0.27,0
510,180.23,1.59,0.28,0
511,180.23,1.59,0.29,0
512,180.23,1.59,0.3,0
513,180.23,1.59,0.31,0
514,180.23,1.59,0.32,0
515,180.23,1.59,0.33,0
516,180.23,1.59,0.34,0
517,180.23,1.59,0.35,0
518,180.23,1.59,0.36,0
519,180.23,1.59,0.37,0
520,180.23,1.59,0.38,0
521,180.23,1.59,0.39,0
522,180.23,1.59,0.4,0
523,180.23,1.59,0.41,0
524,180.23,1.59,0.42,0
525,180.23,1.59,0.43,0
526,180.23,1.59,0.44,0
527,180.23,1.59,0.45,0
528,180.23,1.59,0.46,0
529,180.23,1.59,0.47,0
530,180.23,1.59,0.48,0
531,180.23,1.59,0.49,0
532,180.23,1.59,0.5,0
533,180.23,1.59,0.51,0
534,180.23,1.59,0.52,0
535,180.23,1.59,0.53,0
536,180.23,1.59,0.54,0
537,180.23,1.59,0.55,0
538,180.23,1.59,0.56,0
539,180.23,1.59,0.57,0
540,180.22,1.59,0.58,0
541,180.22,1.59,0.59,0
542,180.23,1.6,0.01,0
543,180.23,1.6,0.02,0
544,180.23,1.6,0.03,0
545,180.23,1.6,0.04,0
546,180.23,1.6,0.05,0
547,180.23,1.6,0.06,0
548,180.23,1.6,0.07,0
549,180.23,1.6,0.08,0
550,180.23,1.6,0.09,0
551,180.23,1.6,0.1,0
552,180.23,1.6,0.11,0
553,180.23,1.6,0.12,0
554,180.23,1.6,0.13,0
555,180.23,1.6,0.14,0
556,180.23,1.6,0.15,0
557,180.23,1.6,0.16,0
558,180.23,1.6,0.17,0
559,180.23,1.6,0.18,0
560,180.23,1.6,0.19,0
561,180.23,1.6,0.2,0
562,180.23,1.6,0.21,0
563,180.23,1.6,0.22,0
564,180.23,1.6,0.23,0
565,180.23,1.6,0.24,0
566,180.23,1.6,0.25,0
567,180.23,1.6,0.26,0
568,180.23,1.6,0.27,0
569,180.23,1.6,0.28,0
570,180.23,1.6,0.29,0
571,180.23,1.6,0.3,0
572,180.23,1.6,0.31,0
573,180.23,1.6,0.32,0
574,180.23,1.6,0.33,0
575,180.23,1.6,0.34,0
576,180.23,1.6,0.35,0
577,180.23,1.6,0.36,0
578,180.23,1.6,0.37,0
579,180.23,1.6,0.38,0
580,180.23,1.6,0.39,0
581,180.23,1.6,0.4,0
582,180.23,1.6,0.41,0
583,180.23,1.6,0.42,0
584,180.23,1.6,0.43,0
585,180.23,1.6,0.44,0
586,180.23,1.6,0.45,0
587,180.23,1.6,0.46,0
588,180.23,1.6,0.47,0
589,180.23,1.6,0.48,0
590,180.23,1.6,0.49,0
591,180.23,1.6,0.5,0
592,180.23,1.6,0.51,0
593,180.23,1.6,0.52,0
594,180.23,1.6,0.53,0
595,180.23,1.6,0.54,0
596,180.23,1.6,0.55,0
597,180.23,1.6,0.56,0
598,180.23,1.6,0.57,0
599,180.23,1.6,0.58,0
600,180.23,1.6,0.59,0
601,180.23,1.61,0.01,0
602,180.23,1.61,0.02,0
603,180.23,1.61,0.03,0
604,180.23,1.61,0.04,0
605,180.23,1.61,0.05,0
606,180.23,1.61,0.06,0
607,180.23,1.61,0.07,0
608,180.23,1.61,0.08,0
609,180.23,1.61,0.09,0
610,180.23,1.61,0.1,0
611,180.23,1.61,0.11,0
612,180.23,1.61,0.12,0
613,180.23,1.61,0.13,0
614,180.23,1.61,0.14,0
615,180.23,1.61,0.15,0
616,180.23,1.61,0.16,0
617,180.23,1.61,0.17,0
618,180.23,1.61,0.18,0
619,180.23,1.61,0.19,0
620,180.23,1.61,0.2,0
621,180.23,1.61,0.21,0
622,180.23,1.61,0.22,0
623,180.23,1.61,0.23,0
624,180.23,1.61,0.24,0
625,180.23,1.61,0.25,0
626,180.23,1.61,0.26,0
627,180.23,1.61,0.27,0
628,180.23,1.61,0.28,0
629,180.23,1.61,0.29,0
630,180.23,1.61,0.3,0
631,180.23,1.61,0.31,0
632,180.23,1.61,0.32,0
633,180.23,1.61,0.33,0
634,180.23,1.61,0.34,0
635,180.23,1.61,0.35,0
636,180.23,1.61,0.36,0
637,180.23,1.61,0.37,0
638,180.23,1.61,0.38,0
639,180.23,1.61,0.39,0
640,180.23,1.61,0.4,0
641,180.23,1.61,0.41,0
642,180.23,1.61,0.42,0
643,180.23,1.61,0.43,0
644,180.23,1.61,0.44,0
645,180.23,1.61,0.45,0
